Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1729780285896,24/10/2024 14:31:25,1729765885896,-4,24/10/2024 06:31:25,183710,7,questionnaire-2qbv,,40889617,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1600x737,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,BEGIN,,,,,
2,1729780315535,24/10/2024 14:31:55,1729765915535,-4,24/10/2024 06:31:55,183710,7,questionnaire-2qbv,,40889617,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1600x737,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your age?,response,value,35,,,Number Entry,3,object-4
3,1729780315535,24/10/2024 14:31:55,1729765915535,-4,24/10/2024 06:31:55,183710,7,questionnaire-2qbv,,40889617,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1600x737,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1729780315536,24/10/2024 14:31:55,1729765915536,-4,24/10/2024 06:31:55,183710,7,questionnaire-2qbv,,40889617,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1600x737,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1729780315536,24/10/2024 14:31:55,1729765915536,-4,24/10/2024 06:31:55,183710,7,questionnaire-2qbv,,40889617,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1600x737,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1729780315537,24/10/2024 14:31:55,1729765915537,-4,24/10/2024 06:31:55,183710,7,questionnaire-2qbv,,40889617,i9i4zq8x,11931829,,complete,ivfwsm,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1602x739,1600x737,,,0,welcomeAndConsent,1,A_2PatInt_1AlexExt,,,,,info,,END,29539,,,,
1,1729780491049,24/10/2024 14:34:51,1729766091049,-4,24/10/2024 06:34:51,183710,7,questionnaire-2qbv,,40889711,nbh95l6d,11931864,,complete,njqrmt,,computer,Desktop or Laptop,Windows 10,Firefox 131.0,1366x768,1366x643,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,,,,,info,,BEGIN,,,,,
2,1729780514959,24/10/2024 14:35:14,1729766114959,-4,24/10/2024 06:35:14,183710,7,questionnaire-2qbv,,40889711,nbh95l6d,11931864,,complete,njqrmt,,computer,Desktop or Laptop,Windows 10,Firefox 131.0,1366x768,1366x643,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your age?,response,value,37,,,Number Entry,3,object-4
3,1729780514959,24/10/2024 14:35:14,1729766114959,-4,24/10/2024 06:35:14,183710,7,questionnaire-2qbv,,40889711,nbh95l6d,11931864,,complete,njqrmt,,computer,Desktop or Laptop,Windows 10,Firefox 131.0,1366x768,1366x643,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,value,Male,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1729780514959,24/10/2024 14:35:14,1729766114959,-4,24/10/2024 06:35:14,183710,7,questionnaire-2qbv,,40889711,nbh95l6d,11931864,,complete,njqrmt,,computer,Desktop or Laptop,Windows 10,Firefox 131.0,1366x768,1366x643,,,0,welcomeAndConsent,1,A_1AlexExt_2PatInt,Page 1,4txcqs,1,What is your gender?,response,quantised,1,,Male|Female|Non-Binary,Dropdown,4,object-5
