Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1725538298605,05/09/2024 12:11:38,1725523898605,-4,05/09/2024 04:11:38,183710,6,questionnaire-2qbv,,39895258,6zh6dfro,11665444,,complete,onmqio,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x960,1536x791,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725538315298,05/09/2024 12:11:55,1725523915298,-4,05/09/2024 04:11:55,183710,6,questionnaire-2qbv,,39895258,6zh6dfro,11665444,,complete,onmqio,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x960,1536x791,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,Page 1,4txcqs,1,What is your age?,response,value,41,,,Number Entry,3,object-4
3,1725538315298,05/09/2024 12:11:55,1725523915298,-4,05/09/2024 04:11:55,183710,6,questionnaire-2qbv,,39895258,6zh6dfro,11665444,,complete,onmqio,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x960,1536x791,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1725538315298,05/09/2024 12:11:55,1725523915298,-4,05/09/2024 04:11:55,183710,6,questionnaire-2qbv,,39895258,6zh6dfro,11665444,,complete,onmqio,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x960,1536x791,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1725538315298,05/09/2024 12:11:55,1725523915298,-4,05/09/2024 04:11:55,183710,6,questionnaire-2qbv,,39895258,6zh6dfro,11665444,,complete,onmqio,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x960,1536x791,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1725538315298,05/09/2024 12:11:55,1725523915298,-4,05/09/2024 04:11:55,183710,6,questionnaire-2qbv,,39895258,6zh6dfro,11665444,,complete,onmqio,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x960,1536x791,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
1,1725589909556,06/09/2024 02:31:49,1725564709556,-7,05/09/2024 12:31:49,183710,6,questionnaire-2qbv,,39910607,d79kg56j,11668368,,complete,vipyyh,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1470x956,1440x551,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725589939935,06/09/2024 02:32:19,1725564739935,-7,05/09/2024 12:32:19,183710,6,questionnaire-2qbv,,39910607,d79kg56j,11668368,,complete,vipyyh,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1470x956,1440x551,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,Page 1,4txcqs,1,What is your age?,response,value,34,,,Number Entry,3,object-4
3,1725589939935,06/09/2024 02:32:19,1725564739935,-7,05/09/2024 12:32:19,183710,6,questionnaire-2qbv,,39910607,d79kg56j,11668368,,complete,vipyyh,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1470x956,1440x551,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,Page 1,4txcqs,1,What is your gender?,response,value,Female,,Male|Female|Non-Binary,Dropdown,4,object-5
4,1725589939935,06/09/2024 02:32:19,1725564739935,-7,05/09/2024 12:32:19,183710,6,questionnaire-2qbv,,39910607,d79kg56j,11668368,,complete,vipyyh,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1470x956,1440x551,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,Page 1,4txcqs,1,What is your gender?,response,quantised,2,,Male|Female|Non-Binary,Dropdown,4,object-5
5,1725589939935,06/09/2024 02:32:19,1725564739935,-7,05/09/2024 12:32:19,183710,6,questionnaire-2qbv,,39910607,d79kg56j,11668368,,complete,vipyyh,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1470x956,1440x551,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,Page 1,4txcqs,1,"If you have read the information above and agree to participate with the understanding that the data you submit will be processed accordingly, please tick the box below to start.",response,Do you agree?-yes,1,,Do you agree?,Consent Form,5,object-6
6,1725589939936,06/09/2024 02:32:19,1725564739936,-7,05/09/2024 12:32:19,183710,6,questionnaire-2qbv,,39910607,d79kg56j,11668368,,complete,vipyyh,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1470x956,1440x551,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
1,1725638256725,06/09/2024 15:57:36,1725623856725,-4,06/09/2024 07:57:36,183710,6,questionnaire-2qbv,,39925004,xv0fwlsq,11671818,,complete,ehniil,,computer,Desktop or Laptop,Linux x86_64,Chrome 128.0.0.0,384x857,980x1738,,,0,welcomeAndConsent,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
